"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"2016-11-02","Scandia",17.3,7.3,68.7,0.51,1.4,6.0,11.2,6.3,15.4,12.6,3.9,1.34,1.90
"2016-11-03","Scandia",24.5,2.9,59.9,0,0.9,4.8,13.5,3.2,16.6,9.4,13.6,1.90,2.78
"2016-11-04","Scandia",23.9,3.4,61.4,0,1.4,6.7,12.6,3.4,16.0,9.4,12.8,2.28,3.45
"2016-11-05","Scandia",22.1,4.9,66.1,0,1.4,6.7,12.3,4.1,15.9,10.0,9.8,2.01,2.99
"2016-11-06","Scandia",21.1,9.4,54.2,0,2.3,7.8,11.5,6.0,15.6,11.7,6.4,2.61,4.07
"2016-11-07","Scandia",13.0,10.4,100.0,8.64,1.5,6.4,8.9,7.3,13.8,12.7,1.9,0.79,1.01
"2016-11-08","Scandia",15.4,0.7,77.4,0,2.4,7.1,9.6,0.5,13.7,8.9,13.0,1.72,2.54
"2016-11-09","Scandia",15.6,-1.7,77.0,0,1.4,5.6,8.0,-0.5,11.8,5.8,13.3,1.53,2.25
"2016-11-10","Scandia",20.6,1.7,64.5,0,2.4,7.6,8.6,-0.2,12.3,5.7,13.2,2.70,4.31
"2016-11-11","Scandia",14.9,-3.0,64.9,0,2.5,8.9,6.3,-0.1,10.6,6.4,10.3,2.05,3.22
"2016-11-12","Scandia",12.8,-6.2,74.5,0,1.7,7.6,5.4,-2.4,9.4,3.7,12.9,1.46,2.22
"2016-11-13","Scandia",18.4,-0.7,72.1,0,2.1,8.2,7.2,-2.0,10.9,3.9,12.5,1.93,2.98
"2016-11-14","Scandia",20.8,2.2,66.1,0,1.3,4.7,9.2,0.5,12.6,6.2,11.2,1.74,2.66
"2016-11-15","Scandia",23.7,-0.9,65.3,0,0.6,3.1,10.0,0,13.2,5.9,12.0,1.28,1.87
"2016-11-16","Scandia",26.4,2.9,48.3,0,3.4,10.8,10.1,1.8,13.7,7.4,11.3,4.20,6.94
"2016-11-17","Scandia",18.8,5.8,64.5,0,2.4,8.9,8.6,4.2,12.8,9.8,6.9,2.14,3.37
"2016-11-18","Scandia",6.7,-4.4,72.7,0.51,5.6,12.9,4.2,-2.4,9.8,4.1,7.6,1.48,2.33
"2016-11-19","Scandia",7.8,-7.1,63.0,0,1.5,5.9,2.9,-3.8,6.8,2.2,11.9,1.09,1.68
"2016-11-20","Scandia",11.5,-4.1,58.1,0,2.0,6.8,4.4,-3.1,7.8,2.6,11.0,1.55,2.47
"2016-11-21","Scandia",12.9,-4.7,64.8,0,1.8,7.8,3.8,-2.8,7.6,3.0,5.3,1.49,2.33
"2016-11-22","Scandia",12.0,4.1,91.6,6.10,3.3,8.8,5.3,2.2,9.7,7.2,2.0,1.34,2.03
"2016-11-23","Scandia",6.0,-1.7,86.2,0,2.4,7.9,3.2,-1.9,7.9,4.1,3.8,0.72,1.01
"2016-11-24","Scandia",4.0,-0.5,99.1,0.25,2.0,6.6,1.0,-1.6,5.8,4.1,1.1,0.43,0.52
"2016-11-25","Scandia",12.5,-4.1,77.1,0,1.4,5.6,3.1,-3.3,6.9,2.2,11.2,1.19,1.87
"2016-11-26","Scandia",16.0,-1.5,67.2,0,2.1,7.3,3.4,-3.2,7.2,2.3,9.2,1.70,2.71
"2016-11-27","Scandia",14.4,4.2,81.7,2.54,4.0,13.1,5.5,-0.9,9.7,4.4,1.1,1.86,2.93
"2016-11-28","Scandia",13.9,0.2,62.6,0,3.2,9.3,4.2,-2.2,7.9,3.6,10.1,2.22,3.64
"2016-11-29","Scandia",7.2,-2.8,64.2,0,3.3,9.5,0.2,-3.3,4.7,2.2,6.4,1.47,2.34
"2016-11-30","Scandia",4.2,-4.7,67.3,0,3.8,11.2,-1.0,-3.7,3.5,1.7,5.6,1.32,2.09
"2016-12-01","Scandia",7.6,-7.3,67.4,0,1.3,4.6,-1.8,-4.6,2.4,0.7,9.9,0.89,1.40
"2016-12-02","Scandia",18.3,-34.8,68.5,0,0.8,4.7,-2.7,-4.9,1.5,0.5,2.4,M,M
"2016-12-03","Scandia",-0.1,-4.3,92.1,6.10,0.3,3.0,-3.5,-4.1,1.4,0.9,1.3,0.37,0.40
"2016-12-04","Scandia",5.2,-1.0,87.8,8.38,0.9,4.5,-2.8,-3.6,1.9,1.4,8.6,0.48,0.62
"2016-12-05","Scandia",11.8,-1.5,68.8,0,2.9,10.4,1.2,-3.8,5.0,1.1,9.4,1.56,2.52
"2016-12-06","Scandia",3.2,-7.5,56.3,0,2.0,7.1,-2.5,-3.8,2.8,1.2,10.0,1.07,1.75
"2016-12-07","Scandia",-2.9,-11.3,62.4,0.25,2.5,8.1,-3.8,-4.3,1.2,0.7,6.8,0.74,1.15
"2016-12-08","Scandia",-3.2,-14.2,62.0,0.25,2.4,7.5,-4.3,-5.9,0.7,-0.2,9.9,0.69,1.10
"2016-12-09","Scandia",-4.4,-14.5,69.9,0,1.7,6.6,-5.2,-6.4,-0.2,-0.9,2.9,0.49,0.73
"2016-12-10","Scandia",2.8,-8.1,64.9,0,2.5,7.8,-4.6,-6.4,-0.3,-1.1,5.6,0.93,1.46
"2016-12-11","Scandia",-0.3,-11.1,72.8,0,2.2,10.2,-4.6,-6.6,-0.3,-1.0,4.3,0.68,1.04
"2016-12-12","Scandia",3.9,-12.6,65.6,0,2.7,9.9,-4.6,-7.2,-0.4,-1.7,7.9,1.07,1.72
"2016-12-13","Scandia",-3.7,-13.4,55.5,0,1.9,7.9,-5.0,-8.3,-0.8,-2.7,9.6,0.69,1.10
"2016-12-14","Scandia",-3.5,-13.2,47.3,0,1.8,6.8,-5.7,-8.7,-1.3,-3.3,4.4,0.80,1.26
"2016-12-15","Scandia",-1.6,-7.6,39.0,0,2.5,8.7,-5.2,-7.1,-1.0,-2.3,6.6,1.12,1.81
"2016-12-16","Scandia",-0.8,-5.4,89.1,0,2.5,6.8,-4.9,-6.6,-0.7,-1.9,0.9,0.78,1.16
"2016-12-17","Scandia",-5.4,-22.2,73.9,0,3.8,8.6,-5.7,-11.8,-1.0,-5.9,2.5,0.50,0.77
"2016-12-18","Scandia",-9.8,-24.6,69.1,0,1.8,6.4,-9.6,-13.8,-4.9,-7.9,10.0,0.34,0.51
"2016-12-19","Scandia",-1.5,-17.2,69.6,0,3.0,9.4,-7.5,-12.9,-3.3,-7.5,9.5,0.66,1.05
"2016-12-20","Scandia",8.4,-9.3,67.5,0,1.1,5.1,-5.0,-9.6,-0.9,-4.6,8.0,0.75,1.17
"2016-12-21","Scandia",10.5,-5.9,63.2,0,2.0,8.7,-4.9,-7.3,-0.6,-2.4,7.5,1.48,2.43
"2016-12-22","Scandia",5.7,-6.6,67.2,0,1.6,5.3,-4.8,-7.7,-0.6,-2.6,5.5,0.88,1.37
"2016-12-23","Scandia",7.3,-4.7,76.4,1.02,2.7,8.0,-4.7,-4.8,-0.4,-0.6,6.3,0.98,1.53
"2016-12-24","Scandia",8.5,-10.5,82.9,0,1.3,6.5,-4.7,-7.2,-0.4,-1.8,9.6,0.70,1.07
"2016-12-25","Scandia",16.4,1.0,86.8,6.86,4.3,18.9,-1.5,-4.9,0.4,-0.5,1.2,2.18,3.49
"2016-12-26","Scandia",4.8,-4.5,60.3,0,2.8,9.5,-4.6,-4.7,-0.2,-0.2,9.5,1.16,1.89
"2016-12-27","Scandia",8.2,-7.3,68.4,0,2.2,8.8,-4.6,-4.9,-0.2,-0.2,9.5,1.22,2.00
"2016-12-28","Scandia",10.5,-4.4,63.9,0,1.7,8.2,-4.7,-4.9,-0.2,-0.3,6.7,1.33,2.14
"2016-12-29","Scandia",8.0,-4.4,43.2,0,3.9,9.9,-4.7,-5.7,-0.2,-0.3,9.8,2.18,3.65
"2016-12-30","Scandia",11.5,-6.2,55.4,0,2.2,8.6,-4.8,-7.1,-0.3,-1.5,9.9,1.58,2.64
"2016-12-31","Scandia",4.1,-7.6,60.4,0,1.6,5.3,-4.7,-6.3,-0.3,-1.0,9.7,0.87,1.40
"2017-01-01","Scandia",5.0,-8.2,66.7,0,1.6,6.7,-4.8,-7.4,-0.4,-1.9,4.6,0.85,1.30
"2017-01-02","Scandia",5.9,-2.9,91.4,0,2.3,8.8,-4.7,-4.8,-0.3,-0.4,1.7,0.71,1.02
"2017-01-03","Scandia",-2.8,-11.8,58.6,0,3.9,10.8,-4.7,-8.8,-0.3,-2.7,9.6,0.92,1.48
"2017-01-04","Scandia",-8.4,-13.2,65.8,0,2.4,6.3,-6.7,-9.6,-1.9,-3.6,5.3,0.49,0.73
"2017-01-05","Scandia",-9.5,-20.6,68.0,0,2.3,8.5,-6.4,-9.3,-1.8,-3.7,7.1,0.44,0.67
"2017-01-06","Scandia",-6.7,-22.4,69.0,0,1.3,5.8,-7.3,-10.4,-2.6,-4.9,10.1,0.42,0.63
"2017-01-07","Scandia",-5.8,-18.6,70.5,0.25,1.3,5.1,-7.1,-10.5,-2.7,-5.2,10.2,0.40,0.59
"2017-01-08","Scandia",2.7,-14.2,68.4,0,3.1,11.1,-5.5,-9.8,-1.4,-4.6,9.5,1.08,1.73
"2017-01-09","Scandia",7.8,-8.6,63.7,0,2.6,8.6,-5.0,-8.8,-0.7,-3.7,7.1,1.36,2.17
"2017-01-10","Scandia",8.7,-0.7,63.9,0,3.0,12.7,-4.8,-5.0,-0.4,-0.7,10.1,1.44,2.32
"2017-01-11","Scandia",4.1,-10.1,58.5,0,3.1,10.7,-4.8,-8.5,-0.4,-2.7,9.4,1.17,1.87
"2017-01-12","Scandia",-4.2,-14.1,60.3,0,2.3,6.9,-6.6,-10.5,-2.2,-4.9,6.1,0.70,1.09
"2017-01-13","Scandia",-3.2,-9.6,55.5,0,2.1,6.6,-6.1,-9.5,-1.8,-4.3,4.8,0.76,1.17
"2017-01-14","Scandia",1.7,-5.4,48.0,0,0.7,2.8,-5.1,-7.1,-0.7,-2.3,5.1,0.63,0.89
"2017-01-15","Scandia",-0.7,-2.6,86.9,0,0.5,3.1,-4.8,-5.3,-0.4,-0.8,1.3,0.48,0.59
"2017-01-16","Scandia",0.2,-1.0,95.1,20.32,0,0,-4.8,-4.9,-0.3,-0.5,2.3,0.38,0.38
"2017-01-17","Scandia",4.4,-3.2,82.4,4.06,0.6,4.0,-4.8,-4.8,-0.3,-0.3,11.2,0.52,0.64
"2017-01-18","Scandia",11.9,-3.4,80.2,0,1.4,5.5,-4.7,-4.8,-0.3,-0.3,9.6,0.97,1.42
"2017-01-19","Scandia",6.2,1.5,96.3,0.51,1.2,4.0,-3.9,-4.8,-0.2,-0.3,1.8,0.49,0.57
"2017-01-20","Scandia",6.1,2.4,98.9,1.27,0.9,3.5,-2.4,-4.0,0.7,-0.2,1.4,0.39,0.40
"2017-01-21","Scandia",11.5,-1.7,88.0,0,1.2,4.7,1.1,-5.0,2.9,-0.2,11.2,0.92,1.29
"2017-01-22","Scandia",7.6,-3.4,79.7,0,1.9,7.7,-0.9,-4.7,2.2,-0.2,11.7,1.01,1.50
"2017-01-23","Scandia",11.1,-4.9,79.4,0,1.5,6.3,-1.7,-4.7,1.7,-0.2,11.3,1.18,1.78
"2017-01-24","Scandia",7.4,-0.3,83.3,0,2.8,8.0,-1.3,-4.7,2.1,-0.2,5.0,1.02,1.51
"2017-01-25","Scandia",-0.1,-6.2,74.3,0,5.2,10.5,-4.6,-4.7,0.1,-0.1,5.6,0.95,1.46
"2017-01-26","Scandia",2.6,-6.7,66.2,0,3.5,9.0,-4.7,-4.8,0,0,11.7,1.23,1.91
"2017-01-27","Scandia",7.0,-5.2,59.3,0,4.4,11.3,-4.8,-5.6,0,-0.1,11.9,2.04,3.26
"2017-01-28","Scandia",8.4,-2.1,59.3,0,4.6,11.0,-4.8,-5.3,-0.1,-0.1,8.2,2.05,3.27
"2017-01-29","Scandia",13.1,-0.6,60.1,0,3.4,10.5,-4.5,-4.8,-0.1,-0.1,11.7,2.30,3.66
"2017-01-30","Scandia",18.4,-3.2,54.4,0,1.9,8.0,-2.5,-4.8,1.0,-0.1,11.8,2.38,3.83
"2017-01-31","Scandia",9.9,-3.2,59.3,0,1.4,5.5,0.1,-4.6,3.3,0.3,9.7,1.35,2.02
"2017-02-01","Scandia",1.1,-6.6,64.1,0,3.4,8.0,-3.6,-4.5,1.5,0.5,4.4,1.08,1.66
"2017-02-02","Scandia",-1.8,-8.8,58.1,0,1.7,6.2,-4.5,-4.7,0.5,0.2,11.5,0.88,1.27
"2017-02-03","Scandia",0.2,-6.9,66.9,0,1.6,5.2,-4.7,-4.8,0.2,0.1,11.7,0.88,1.24
"2017-02-04","Scandia",14.4,-4.7,50.8,0,3.9,11.5,-4.7,-6.0,0.1,-0.1,13.1,2.89,4.63
"2017-02-05","Scandia",8.4,-4.8,65.1,0,1.5,4.5,-4.8,-4.8,0,-0.1,12.7,1.27,1.83
"2017-02-06","Scandia",6.4,-4.3,93.7,0.25,0.8,2.7,-3.9,-4.8,0.5,0,3.5,0.58,0.69
"2017-02-07","Scandia",4.2,-5.4,79.1,0,2.9,7.9,-1.0,-4.6,2.4,0.3,8.4,1.08,1.58
"2017-02-08","Scandia",-2.5,-10.1,62.5,0,3.0,8.1,-4.4,-5.1,0.6,0.1,12.8,1.02,1.51
"2017-02-09","Scandia",3.3,-10.9,53.4,0,2.5,7.9,-4.8,-6.2,0.2,-0.2,12.3,1.35,2.04
"2017-02-10","Scandia",22.6,-0.9,49.8,0,1.9,7.4,-3.5,-5.1,-0.1,-0.2,11.7,2.93,4.62
"2017-02-11","Scandia",19.0,2.7,61.5,0,2.6,7.6,4.4,-4.6,6.8,-0.1,11.5,2.67,4.12
"2017-02-12","Scandia",10.3,-4.5,46.4,0,2.3,7.9,3.4,-3.7,6.5,1.9,14.5,2.17,3.36
"2017-02-13","Scandia",8.1,-4.8,58.3,0,2.0,8.2,-0.7,-4.2,3.5,1.1,5.9,1.47,2.21
"2017-02-14","Scandia",12.7,-2.9,59.0,0,2.5,7.7,2.9,-4.3,5.7,0.9,14.2,2.32,3.54
"2017-02-15","Scandia",15.8,-5.5,53.6,0,2.1,6.6,3.2,-4.3,6.0,0.9,15.3,2.52,3.87
"2017-02-16","Scandia",23.0,-2.0,42.4,0,2.5,8.6,5.5,-4.0,8.0,1.3,14.6,3.85,6.15
"2017-02-17","Scandia",22.1,1.7,47.6,0,2.3,7.5,6.9,-2.9,9.4,2.7,16.0,3.47,5.41
"2017-02-18","Scandia",21.2,-2.8,58.2,0,1.6,6.0,7.7,-3.1,10.1,2.7,15.1,2.55,3.77
"2017-02-19","Scandia",18.2,5.9,78.9,0,2.6,8.4,8.4,0.9,11.4,6.0,14.0,2.12,2.91
"2017-02-20","Scandia",20.4,1.3,71.0,0,3.1,8.1,10.5,2.6,13.4,8.7,9.3,3.06,4.75
"2017-02-21","Scandia",24.5,-4.3,53.0,0,2.2,9.4,9.1,-1.7,11.8,4.5,16.5,3.97,6.26
"2017-02-22","Scandia",25.2,5.1,38.7,0,2.5,6.8,10.2,0.7,12.5,6.2,14.4,4.16,6.55
"2017-02-23","Scandia",8.4,-0.5,78.5,4.32,4.5,10.0,3.5,-1.0,8.7,4.9,6.3,1.60,2.40
"2017-02-24","Scandia",-0.3,-7.7,81.7,0,4.3,10.7,-1.0,-3.5,4.9,2.2,9.7,0.92,1.30
"2017-02-25","Scandia",6.3,-12.0,62.7,0,2.5,8.5,-1.3,-4.1,3.0,1.3,16.3,1.77,2.59
"2017-02-26","Scandia",10.6,-4.7,46.8,0,1.9,7.0,3.8,-4.0,6.7,1.3,17.6,2.27,3.33
"2017-02-27","Scandia",14.8,-6.1,61.8,0,2.1,10.1,3.0,-4.1,6.3,1.3,13.1,2.23,3.27
"2017-02-28","Scandia",11.0,0.6,67.1,0,2.6,7.3,3.9,-2.5,7.3,3.1,9.3,1.70,2.42
"2017-03-01","Scandia",10.4,-6.2,48.0,0,3.8,11.5,3.3,-3.6,6.7,2.1,17.9,2.95,4.52
"2017-03-02","Scandia",11.8,-8.7,49.3,0,2.3,8.8,3.7,-4.2,6.4,1.3,17.4,2.43,3.58
"2017-03-03","Scandia",17.5,-5.4,45.5,0,2.5,9.8,4.0,-4.1,7.0,1.4,17.6,3.35,5.09
"2017-03-04","Scandia",22.3,2.0,40.4,0,4.2,12.5,6.9,-3.3,9.7,2.4,18.7,5.13,8.03
"2017-03-05","Scandia",23.4,9.9,68.5,0,5.3,11.1,10.3,3.0,12.9,7.7,16.0,4.46,6.74
"2017-03-06","Scandia",26.9,2.8,47.7,0,8.4,16.9,11.2,3.2,13.9,9.1,15.7,8.86,14.36
"2017-03-07","Scandia",15.0,-3.3,29.1,0,5.0,17.0,5.9,-0.9,9.6,5.2,17.7,4.61,7.29
"2017-03-08","Scandia",19.4,-4.0,31.4,0,1.1,5.3,9.6,-2.5,11.7,3.5,19.0,2.73,3.85
"2017-03-09","Scandia",14.8,-3.5,44.5,0,3.1,11.7,7.7,-1.1,10.6,4.9,15.8,3.13,4.70
"2017-03-10","Scandia",2.3,-6.7,48.6,0,3.1,8.5,3.1,-3.2,6.9,3.1,14.9,1.76,2.53
"2017-03-11","Scandia",2.2,-5.2,58.7,0.76,1.8,6.6,1.7,-2.9,5.7,2.8,8.4,1.26,1.75
"2017-03-12","Scandia",6.4,-2.5,76.8,0,3.6,10.7,0.1,-3.0,4.7,2.6,7.1,1.38,1.97
"2017-03-13","Scandia",2.2,-7.5,54.3,0,4.7,12.9,1.1,-4.4,4.6,1.3,15.8,1.96,2.89
"2017-03-14","Scandia",-0.3,-6.9,71.9,0,2.0,5.3,-0.2,-4.3,3.8,1.2,9.3,1.00,1.31
"2017-03-15","Scandia",11.7,-3.4,53.8,0,3.1,9.3,3.6,-4.1,6.8,1.3,17.8,2.78,4.03
"2017-03-16","Scandia",21.5,-2.0,56.9,0,3.1,9.1,7.8,-2.9,10.2,2.7,18.7,3.88,5.68
"2017-03-17","Scandia",22.0,5.1,46.9,0,2.8,7.6,11.1,1.2,13.4,6.4,19.1,4.16,6.04
"2017-03-18","Scandia",19.4,-2.8,37.5,0,1.9,7.7,9.7,-0.5,12.3,5.5,21.2,3.64,5.24
"2017-03-19","Scandia",30.7,8.0,42.2,0,2.7,9.3,14.0,2.6,16.0,7.7,20.2,5.72,8.51
"2017-03-20","Scandia",21.9,7.4,51.6,0,3.6,9.2,12.1,4.4,14.7,9.4,19.7,4.39,6.35
"2017-03-21","Scandia",14.0,1.7,48.9,0,4.5,13.0,10.0,3.3,12.8,8.6,19.6,3.93,5.87
"2017-03-22","Scandia",12.6,1.0,41.8,0,3.3,8.5,6.8,1.5,10.3,7.0,13.1,3.17,4.74
"2017-03-23","Scandia",22.9,8.5,59.7,0,4.9,12.1,10.4,4.4,13.5,9.2,8.1,4.00,6.17
"2017-03-24","Scandia",19.4,4.4,78.6,0,4.3,11.9,9.4,4.4,13.2,9.6,7.8,3.00,4.53
"2017-03-25","Scandia",5.0,3.1,91.2,0.76,3.7,9.4,4.4,2.0,9.6,7.3,3.4,0.72,0.91
"2017-03-26","Scandia",10.5,3.5,90.5,5.33,1.4,4.8,7.1,1.8,10.7,7.0,7.7,1.23,1.45
"2017-03-27","Scandia",11.9,3.9,87.1,0,1.6,5.2,7.7,2.7,11.2,8.0,7.5,1.35,1.66
"2017-03-28","Scandia",12.8,3.5,82.5,8.38,2.3,8.0,7.1,0.9,10.7,6.7,9.9,1.80,2.37
