"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"","","max","min","avg","total","avg","max","max","min","max","min","total","grass","alfalfa"
"","","°C","°C","%","mm","m/s","m/s","°C","°C","°C","°C","MJ/m²","mm","mm"
"2018-05-25","Scandia",33.6,16.5,51.3,0,2.9,9.3,34.0,21.3,29.8,22.4,29.6,7.70,10.31
"2018-05-26","Scandia",36.5,16.8,51.6,0,1.7,7.9,35.7,22.3,31.4,23.5,30.0,7.30,9.35
"2018-05-27","Scandia",35.8,17.3,47.5,0,3.1,9.7,34.2,23.2,30.6,24.4,29.2,8.48,11.69
"2018-05-28","Scandia",33.5,16.5,56.9,0,2.7,10.5,33.9,23.6,30.1,24.8,23.2,6.80,9.29
"2018-05-29","Scandia",29.2,14.1,57.5,28.96,2.1,17.1,30.4,20.1,27.6,21.4,17.0,M,M
"2018-05-30","Scandia",30.3,15.0,65.4,0,2.5,9.8,26.8,18.5,25.0,20.5,30.7,6.78,8.64
"2018-05-31","Scandia",31.4,17.2,63.9,0,1.1,6.7,28.8,20.1,26.0,21.2,21.2,4.83,5.78
"2018-06-01","Scandia",34.6,15.7,66.6,0,3.2,10.1,32.3,19.5,28.4,21.1,28.3,7.43,9.83
"2018-06-02","Scandia",26.0,14.2,65.2,21.08,3.4,11.0,26.2,19.1,26.3,21.5,30.0,6.33,8.23
"2018-06-03","Scandia",28.1,10.5,53.3,0,0.8,7.4,28.7,16.0,25.7,18.7,31.3,5.47,6.29
"2018-06-04","Scandia",27.5,16.8,54.7,0.25,2.4,7.4,24.3,18.5,22.9,20.0,19.3,5.17,6.87
"2018-06-05","Scandia",32.5,16.0,60.5,0,2.0,6.9,32.8,17.6,28.2,19.3,30.6,6.82,8.48
"2018-06-06","Scandia",34.3,19.8,62.9,0,2.3,7.6,34.2,21.9,29.4,22.9,23.7,6.42,8.30
"2018-06-07","Scandia",28.6,17.2,65.9,12.95,2.0,13.0,28.8,20.7,26.5,22.2,21.1,4.85,5.98
"2018-06-08","Scandia",32.4,17.2,66.2,0,1.5,6.6,29.4,20.6,26.8,22.0,27.4,5.96,7.07
"2018-06-09","Scandia",34.7,17.6,59.7,0,2.6,9.2,31.7,21.0,28.2,22.2,27.3,7.23,9.47
"2018-06-10","Scandia",36.4,21.9,52.1,0,3.3,9.3,34.0,22.7,30.2,23.7,28.6,8.69,11.86
"2018-06-11","Scandia",34.1,20.2,60.2,0,2.7,8.3,35.2,24.6,31.3,25.4,26.9,7.10,9.20
"2018-06-12","Scandia",31.7,16.0,66.4,0,1.6,6.1,34.3,22.7,30.8,24.4,29.1,6.27,7.59
"2018-06-13","Scandia",25.9,18.5,63.4,0,2.5,8.9,26.5,23.5,27.8,24.8,13.2,3.81,5.01
"2018-06-14","Scandia",37.1,20.7,50.8,0,3.5,8.6,33.2,23.0,29.9,23.8,29.5,8.88,12.09
"2018-06-15","Scandia",36.6,23.7,42.7,0,4.0,10.2,33.5,25.0,30.4,25.7,29.3,9.75,13.72
"2018-06-16","Scandia",35.4,24.3,48.2,0,4.2,10.0,32.4,25.8,29.9,26.5,25.4,8.88,12.55
"2018-06-17","Scandia",32.6,23.4,60.4,3.81,2.9,12.8,29.9,25.0,28.3,26.1,16.3,5.54,7.54
"2018-06-18","Scandia",33.9,19.2,61.5,5.08,3.2,9.8,31.4,24.0,29.2,24.9,28.1,7.39,9.66
"2018-06-19","Scandia",33.1,16.8,79.7,86.61,1.8,14.7,32.2,20.0,29.2,21.6,22.8,5.48,6.73
"2018-06-20","Scandia",26.3,15.1,79.1,13.72,2.6,10.5,25.8,20.1,24.8,21.5,26.4,5.40,6.68
"2018-06-21","Scandia",23.0,14.5,75.1,0,3.5,11.4,21.7,19.2,22.8,20.8,15.7,3.83,5.05
"2018-06-22","Scandia",23.0,15.7,76.0,0,1.5,7.9,23.9,19.3,22.9,20.4,18.4,3.69,4.31
"2018-06-23","Scandia",29.7,14.5,70.9,0.76,1.5,5.8,27.3,19.8,25.3,20.7,28.5,5.79,6.88
"2018-06-24","Scandia",29.6,18.3,68.4,0,1.4,9.8,26.8,22.4,25.4,22.9,21.4,4.82,5.74
"2018-06-25","Scandia",24.8,17.0,81.2,16.26,2.1,7.4,24.4,20.8,24.1,21.7,20.8,4.27,5.07
"2018-06-26","Scandia",29.9,16.0,70.9,0,1.0,5.4,26.8,20.7,25.3,21.6,30.4,5.81,6.48
"2018-06-27","Scandia",34.2,18.3,75.3,0,1.6,6.9,28.5,22.4,26.7,23.1,29.8,6.45,7.46
"2018-06-28","Scandia",36.8,21.3,61.9,0,1.7,6.4,29.7,24.5,27.8,24.8,30.3,7.32,8.88
"2018-06-29","Scandia",34.8,24.3,53.9,0,3.7,10.5,27.9,24.3,26.8,24.8,29.1,8.73,11.86
"2018-06-30","Scandia",33.1,17.2,65.5,12.95,1.9,12.3,30.0,23.8,28.1,24.7,27.1,6.34,7.85
"2018-07-01","Scandia",28.0,16.2,74.0,3.81,1.4,6.7,28.7,21.7,27.0,23.1,29.7,5.72,6.58
"2018-07-02","Scandia",32.3,16.6,66.9,0,1.9,5.7,30.4,22.5,27.9,23.5,29.9,6.52,7.89
"2018-07-03","Scandia",35.0,21.1,64.0,0,2.1,7.1,31.8,24.3,29.1,24.8,27.7,6.97,8.73
"2018-07-04","Scandia",34.1,21.7,63.0,0,1.9,6.9,32.0,25.0,29.4,25.5,28.8,6.92,8.50
"2018-07-05","Scandia",28.6,20.2,70.5,0,1.7,8.0,29.1,23.9,27.7,25.0,23.1,5.02,5.89
"2018-07-06","Scandia",30.9,20.0,72.7,0,1.2,5.6,30.5,23.8,28.3,24.5,24.2,5.20,5.91
"2018-07-07","Scandia",32.2,18.7,64.2,0,1.6,5.1,32.6,23.4,29.8,24.5,29.5,6.39,7.59
"2018-07-08","Scandia",32.9,17.2,58.4,0,1.4,5.4,32.9,23.5,30.1,24.8,30.3,6.57,7.95
"2018-07-09","Scandia",33.7,15.5,59.9,0,0.8,3.8,34.0,23.6,30.9,24.9,30.1,6.03,6.94
"2018-07-10","Scandia",34.1,15.5,61.9,0,0.9,5.2,34.5,24.1,31.4,25.5,29.7,6.04,6.89
"2018-07-11","Scandia",34.7,21.1,58.4,0,1.5,6.8,34.8,26.2,31.9,27.0,29.0,6.70,8.02
"2018-07-12","Scandia",35.9,20.8,56.0,0,1.7,6.1,35.0,26.5,32.1,27.3,27.7,6.78,8.35
"2018-07-13","Scandia",34.4,19.8,72.9,7.37,1.2,17.1,35.1,26.1,31.8,27.3,21.1,5.12,6.11
"2018-07-14","Scandia",29.6,18.8,81.0,0.25,0.7,3.2,32.2,24.4,29.6,25.5,21.6,4.39,4.77
"2018-07-15","Scandia",31.1,20.9,77.0,0,0.7,3.6,32.1,24.9,29.6,25.8,21.3,4.53,4.95
